0,Flexible electronic skin aids human-machine interactions,"Human skin contains sensitive nerve cells that detect pressure, temperature and other sensations that allow tactile interactions with the environment. To help robots and prosthetic devices attain these abilities, scientists are trying to develop electronic skins. Now researchers report a new method in ACS Applied Materials & Interfaces that creates an ultrathin, stretchable electronic skin, which could be used for a variety of human-machine interactions.Electronic skin could be used for many applications, including prosthetic devices, wearable health monitors, robotics and virtual reality. A major challenge is transferring ultrathin electrical circuits onto complex 3D surfaces and then having the electronics be bendable and stretchable enough to allow movement. Some scientists have developed flexible ""electronic tattoos"" for this purpose, but their production is typically slow, expensive and requires clean-room fabrication methods such as photolithography. Mahmoud Tavakoli, Carmel Majidi and colleagues wanted to develop a fast, simple and inexpensive method for producing thin-film circuits with integrated microelectronics.In the new approach, the researchers patterned a circuit template onto a sheet of transfer tattoo paper with an ordinary desktop laser printer. They then coated the template with silver paste, which adhered only to the printed toner ink. On top of the silver paste, the team deposited a gallium-indium liquid metal alloy that increased the electrical conductivity and flexibility of the circuit. Finally, they added external electronics, such as microchips, with a conductive ""glue"" made of vertically aligned magnetic particles embedded in a polyvinyl alcohol gel. The researchers transferred the electronic tattoo to various objects and demonstrated several applications of the new method, such as controlling a robot prosthetic arm, monitoring human skeletal muscle activity and incorporating proximity sensors into a 3D model of a hand.Video: https://www.youtube.com/watch?time_continue=15&v=NCOwWEMEQN8Story Source:Materials provided by American Chemical Society. ",0.0977066,0.133768,0.126426,0.173748,0.190782,0.13077,0.161687,0,0
1,Ultra-light gloves let users 'touch' virtual objects,"Engineers and software developers around the world are seeking to create technology that lets users touch, grasp and manipulate virtual objects, while feeling like they are actually touching something in the real world.Scientists at EPFL and ETH Zurich have just made a major step toward this goal with their new haptic glove, which is not only lightweight -- under 8 grams per finger -- but also provides feedback that is extremely realistic. The glove is able to generate up to 40 Newtons of holding force on each finger with just 200 Volts and only a few milliWatts of power. It also has the potential to run on a very small battery. That, together with the glove's low form factor (only 2 mm thick), translates into an unprecedented level of precision and freedom of movement.""We wanted to develop a lightweight device that -- unlike existing virtual-reality gloves -- doesn't require a bulky exoskeleton, pumps or very thick cables,"" says Herbert Shea, head of EPFL's Soft Transducers Laboratory (LMTS).The scientists' glove, called DextrES, has been successfully tested on volunteers in Zurich and will be presented at the upcoming ACM Symposium on User Interface Software and Technology (UIST).Fabric, metal strips and electricity DextrES is made of nylon with thin elastic metal strips running over the fingers. The strips are separated by a thin insulator. When the user's fingers come into contact with a virtual object, the controller applies a voltage difference between the metal strips causing them to stick together via electrostatic attraction -- this produces a braking force that blocks the finger's or thumb's movement. Once the voltage is removed, the metal strips glide smoothly and the user can once again move his fingers freely.Tricking your brain For now the glove is powered by a very thin electrical cable, but thanks to the low voltage and power required, a very small battery could eventually be used instead. ""The system's low power requirement is due to the fact that it doesn't create a movement, but blocks one,"" explains Shea. The researchers also need to conduct tests to see just how closely they have to simulate real conditions to give users a realistic experience. ""The human sensory system is highly developed and highly complex. We have many different kinds of receptors at a very high density in the joints of our fingers and embedded in the skin. As a result, rendering realistic feedback when interacting with virtual objects is a very demanding problem and is currently unsolved. Our work goes one step in this direction, focusing particularly on kinesthetic feedback,"" says Otmar Hilliges, head of the Advanced Interactive Technologies Lab at ETH Zurich.In this joint research project, the hardware was developed by EPFL at its Microcity campus in Neuchetel, and the virtual reality system was created by ETH Zurich, which also carried out the user tests.""Our partnership with the EPFL lab is a very good match. It allows us to tackle some of the longstanding challenges in virtual reality at a pace and depth that would otherwise not be possible,"" adds Hilliges.The next step will be to scale up the device and apply it to other parts of the body using conductive fabric. ""Gamers are currently the biggest market, but there are many other potential applications -- especially in healthcare, such as for training surgeons. The technology could also be applied in augmented reality,"" says Shea.Story Source:Materials provided by Ecole Polytechnique Federale de Lausanne. ",0.0773093,0.0834841,0.123452,0.204952,0.109267,0.136706,0.144828,0,0
2,The cart before the horse: A new model of cause and effect,"Natural little scientists, human babies love letting go of things and watching them fall. Baby's first experiment teaches them about more than the force of gravity. It establishes the concept of causality -- the relationship between cause and effect that all human knowledge depends on. Let it go, it falls. The cause must precede its effect in time, as scientist from Galileo in the 16th Century to Clive Granger in 1969 defined causality.But in many cases, this one-way relationship between cause and effect fails to accurately describe reality. In a recent paper in Nature Communications, scientists led by Albert C. Yang, MD, PhD, of Beth Israel Deaconess Medical Center, introduce a new approach to causality that moves away from this temporally linear model of cause and effect.""The reality in the real-world is that cause and effect are often reciprocal, as in the feedback loops seen in physiologic/endocrine pathways, neuronal regulation, ecosystems, and even the economy,"" said Albert C. Yang, MD, PhD, a scientist in the Division of Interdisciplinary Medicine and Biotechnology. ""Our new causal method allows for mutual or two-way causation, in which the effect of a cause can feed back to the cause itself simultaneously.""Yang and colleagues' new approach defines causality independently from time. Their covariation principle of cause and effect defines cause as that which when present, the effect follows, and that which when removed, the effect is removed. The team demonstrates the new approach by applying it to predator and prey systems. Moreover, Yang and colleagues showed that their model can work well in systems where other causality methods cannot work.""I would expect the method to represent a breakthrough of causal assessment of observational data,"" said Yang. ""It can be applied to a wide range of causal questions in the scientific field.""Story Source:Materials provided by Beth Israel Deaconess Medical Center. ",0.120846,0.140117,0.171083,0.224315,0.163692,0.178455,0.189955,0,0
3,"Beyond deep fakes: Transforming video content into another video's style, automatically Applications include movie production, self-driving cars, VR content","Researchers at Carnegie Mellon University have devised a way to automatically transform the content of one video into the style of another, making it possible to transfer the facial expressions of comedian John Oliver to those of a cartoon character, or to make a daffodil bloom in much the same way a hibiscus would.Because the data-driven method does not require human intervention, it can rapidly transform large amounts of video, making it a boon to movie production. It can also be used to convert black-and-white films to color and to create content for virtual reality experiences.""I think there are a lot of stories to be told,"" said Aayush Bansal, a Ph.D. student in CMU's Robotics Institute. Film production was his primary motivation in helping devise the method, he explained, enabling movies to be produced more quickly and cheaply. ""It's a tool for the artist that gives them an initial model that they can then improve,"" he added.The technology also has the potential to be used for so-called ""deep fakes,"" videos in which a person's image is inserted without permission, making it appear that the person has done or said things that are out of character, Bansal acknowledged.""It was an eye opener to all of us in the field that such fakes would be created and have such an impact,"" he said. ""Finding ways to detect them will be important moving forward.""Bansal will present the method today at ECCV 2018, the European Conference on Computer Vision, in Munich. His co-authors include Deva Ramanan, CMU associate professor of robotics.Transferring content from one video to the style of another relies on artificial intelligence. In particular, a class of algorithms called generative adversarial networks (GANs) have made it easier for computers to understand how to apply the style of one image to another, particularly when they have not been carefully matched.In a GAN, two models are created: a discriminator that learns to detect what is consistent with the style of one image or video, and a generator that learns how to create images or videos that match a certain style. When the two work competitively -- the generator trying to trick the discriminator and the discriminator scoring the effectiveness of the generator -- the system eventually learns how content can be transformed into a certain style.A variant, called cycle-GAN, completes the loop, much like translating English speech into Spanish and then the Spanish back into English and then evaluating whether the twice-translated speech still makes sense. Using cycle-GAN to analyze the spatial characteristics of images has proven effective in transforming one image into the style of another.That spatial method still leaves something to be desired for video, with unwanted artifacts and imperfections cropping up in the full cycle of translations. To mitigate the problem, the researchers developed a technique, called Recycle-GAN, that incorporates not only spatial, but temporal information. This additional information, accounting for changes over time, further constrains the process and produces better results.The researchers showed that Recycle-GAN can be used to transform video of Oliver into what appears to be fellow comedian Stephen Colbert and back into Oliver. Or video of John Oliver's face can be transformed a cartoon character. Recycle-GAN allows not only facial expressions to be copied, but also the movements and cadence of the performance.The effects aren't limited to faces, or even bodies. The researchers demonstrated that video of a blooming flower can be used to manipulate the image of other types of flowers. Or clouds that are crossing the sky rapidly on a windy day can be slowed to give the appearance of calmer weather.Such effects might be useful in developing self-driving cars that can navigate at night or in bad weather, Bansal said. Obtaining video of night scenes or stormy weather in which objects can be identified and labeled can be difficult, he explained. Recycle-GAN, on the other hand, can transform easily obtained and labeled daytime scenes into nighttime or stormy scenes, providing images that can be used to train cars to operate in those conditions.Story Source:Materials provided by Carnegie Mellon University. Original written by Byron Spice. ",0.0642505,0.0853253,0.11208,0.242163,0.107735,0.137418,0.15904,0,0
4,A new way to see stress -- using supercomputers Stressed materials show asymmetric distributions in simulations on Comet and Jetstream supercomputers through XSEDE allocations,"It's easy to take a lot for granted. Scientists do this when they study stress, the force per unit area on an object. Scientists handle stress mathematically by assuming it to have symmetry. That means the components of stress are identical if you transform the stressed object with something like a turn or a flip. Supercomputer simulations show that at the atomic level, material stress doesn't behave symmetrically. The findings could help scientists design new materials such as glass or metal that doesn't ice up.That's according to a study published September of 2018 in the Proceedings of the Royal Society A. Study co-author Liming Xiong summarized the two main findings. ""The commonly accepted symmetric property of a stress tensor in classical continuum mechanics is based on certain assumptions, and they will not be valid when a material is resolved at an atomistic resolution."" Xiong continued that ""the widely used atomic Virial stress or Hardy stress formulae significantly underestimate the stress near a stress concentrator such as a dislocation core, a crack tip, or an interface, in a material under deformation."" Liming Xiong is an Assistant Professor in the Department of Aerospace Engineering at Iowa State University.Xiong and colleagues treated stress in a different way than classical continuum mechanics, which assumes that a material is infinitely divisible such that the moment of momentum vanishes for the material point as its volume approaches zero. Instead, they used the definition by mathematician A.L. Cauchy of stress as the force per unit area acting on three rectangular planes. With that, they conducted molecular dynamics simulations to measure the atomic-scale stress tensor of materials with inhomogeneities caused by dislocations, phase boundaries and holes.The computational challenges, said Xiong, swell up to the limits of what's currently computable when one deals with atomic forces interacting inside a tiny fraction of the space of a raindrop. ""The degree of freedom that needs to be calculated will be huge, because even a micron-sized sample will contain billions of atoms. Billions of atomic pairs will require a huge amount of computation resource,"" said Xiong.What's more, added Xiong, is the lack of a well-established computer code that can be used for the local stress calculation at the atomic scale. His team used the open source LAMMPS Molecular Dynamics Simulator, incorporating the Lennard-Jones interatomic potential and modified through the parameters they worked out in the paper. ""Basically, we're trying to meet two challenges,"" Xiong said. ""One is to redefine stress at an atomic level. The other one is, if we have a well-defined stress quantity, can we use supercomputer resources to calculate it?""Xiong was awarded supercomputer allocations on XSEDE, the Extreme Science and Engineering Discovery Environment, funded by the National Science Foundation. That gave Xiong access to the Comet system at the San Diego Supercomputer Center; and Jetstream, a cloud environment supported by Indiana University, the University of Arizona, and the Texas Advanced Computing Center.""Jetstream is a very suitable platform to develop a computer code, debug it, and test it,"" Xiong said. ""Jetstream is designed for small-scale calculations, not for large-scale ones. Once the code was developed and benchmarked, we ported it to the petascale Comet system to perform large-scale simulations using hundreds to thousands of processors. This is how we used XSEDE resources to perform this research,"" Xiong explained.The Jetstream system is a configurable large-scale computing resource that leverages both on-demand and persistent virtual machine technology to support a much wider array of software environments and services than current NSF resources can accommodate.""The debugging of that code needed cloud monitoring and on-demand intelligence resource allocation,"" Xiong recalled. ""We needed to test it first, because that code was not available. Jetstream has a unique feature of cloud monitoring and on-demand intelligence resource allocation. These are the most important features for us to choose Jetstream to develop the code.""""What impressed our research group most about Jetstream,"" Xiong continued, ""was the cloud monitoring. During the debugging stage of the code, we really need to monitor how the code is performing during the calculation. If the code is not fully developed, if it's not benchmarked yet, we don't know which part is having a problem. The cloud monitoring can tell us how the code is performing while it runs. This is very unique,"" said Xiong.The simulation work, said Xiong, helps scientists bridge the gap between the micro and the macro scales of reality, in a methodology called multiscale modeling. ""Multiscale is trying to bridge the atomistic continuum. In order to develop a methodology for multiscale modeling, we need to have consistent definitions for each quantity at each level... This is very important for the establishment of a self-consistent concurrent atomistic-continuum computational tool. With that tool, we can predict the material performance, the qualities and the behaviors from the bottom up. By just considering the material as a collection of atoms, we can predict its behaviors. Stress is just a stepping stone. With that, we have the quantities to bridge the continuum,"" Xiong said.Xiong and his research group are working on several projects to apply their understanding of stress to design new materials with novel properties. ""One of them is de-icing from the surfaces of materials,"" Xiong explained. ""A common phenomenon you can observe is ice that forms on a car window in cold weather. If you want to remove it, you need to apply a force on the ice. The force and energy required to remove that ice is related to the stress tensor definition and the interfaces between ice and the car window. Basically, the stress definition, if it's clear at a local scale, it will provide the main guidance to use in our daily life.""Xiong sees great value in the computational side of science. ""Supercomputing is a really powerful way to compute. Nowadays, people want to speed up the development of new materials. We want to fabricate and understand the material behavior before putting it into mass production. That will require a predictive simulation tool. That predictive simulation tool really considers materials as a collection of atoms. The degree of freedom associated with atoms will be huge. Even a micron-sized sample will contain billions of atoms. Only a supercomputer can help. This is very unique for supercomputing,"" said Xiong.Story Source:Materials provided by University of Texas at Austin, Texas Advanced Computing Center. ",0.0430301,0.0714947,0.103949,0.168893,0.0764837,0.0811732,0.131416,0,0
5,Virtual reality could serve as powerful environmental education tool,"Utter the words ""ocean acidification"" in mixed company, and you'll probably get blank stares. Although climate change has grown steadily in the public consciousness, one of its most insidious impacts -- a widespread die-off of marine ecosystems driven by carbon dioxide emissions -- remains relatively unknown.Enter virtual reality. In a new study, published Nov. 30 in Frontiers in Psychology, researchers at Stanford and the University of Oregon discovered that VR can be a powerful tool for improving environmental learning gains and attitudes. The researchers found that experiencing a simulation of ocean acidification's effects spurred meaningful gains in people's understanding of the issue.""I believe virtual reality is a powerful tool that can help the environment in so many ways,"" said study co-author Jeremy Bailenson, the Thomas More Storke Professor of Communication. ""Changing the right minds can have a huge impact.""New gear, wider reachWith the advent of affordable consumer-grade gear from companies such as Oculus Rift, Samsung and Microsoft, potential audiences for VR are expanding far beyond Stanford's multimillion-dollar Virtual Human Interaction Lab.Working with co-author Roy Pea, the David Jacks Professor of Education and director of Stanford's Human-Sciences and Technologies Advanced Research Institute, Bailenson and his team brought the Stanford Ocean Acidification Experience to more than 270 high school students, college students and adults.In one such test, high school seniors in a marine biology class at Sacred Heart Preparatory in Atherton, California, took on new virtual identities in the simulation (which is free to download). Each became a pink coral on a rocky underwater reef throbbing with urchins, bream, snails and other creatures.By the end of the simulation -- which fast-forwards to what the reef will look like at the end of this century -- those brilliantly varied and colorful species have disappeared. They are replaced by slimy green algae and the silver Salema Porgy -- a fish that will likely thrive in more acidic waters. The simulation is based on the work of Fiorenza Micheli, the David and Lucile Packard Professor of Marine Science at Stanford.Eventually, the viewer's virtual coral skeleton disintegrates. ""If ocean acidification continues, ecosystems like your rocky reef, a world that was once full of biological diversity, will become a world of weeds,"" the narration intones.Connected to the environmentThe simulation was effective at making users feel a connection with their bodies, according to researchers who tracked the students' movements. Some of the students swiveled their heads and twisted their bodies during the simulation.""It's pretty cool, pretty responsive,"" said 18-year-old Cameron Chapman. ""I definitely felt like I was underwater.""""It was way more realistic than I expected,"" said fellow high school senior Alexa Levison. ""I'm a visual learner. Seeing ocean acidification happen is different than just hearing about it.""After the experience, the Sacred Heart students' scores on questions about ocean acidification causes and mechanisms increased by almost 150 percent and they retained that knowledge when tested several weeks later. In all of the study's in-school experiments, participants demonstrated increasing knowledge about ocean acidification as their time in the VR learning environment grew longer.""Across age groups, learning settings and learning content, people understand the processes and effect of ocean acidification after a short immersive VR experience,"" said study lead author David Markowitz, a graduate student at the time of the research, now an assistant professor at the University of Oregon.Increasing motivation""We don't know whether a VR experience results in more learning compared to the same materials presented in other media,"" Bailenson said. ""What we do know is that it increases motivation -- people are thrilled to do it, much more so than opening a textbook -- and because of the richness of the data recorded by the VR system, you can tweak the learning materials in real time based on how well someone is learning.""Bailenson is taking his VR experience beyond the classroom. He has been sending researchers with VR headsets to flea markets and libraries to show the ocean acidification experience. Also, it is part of a permanent virtual reality exhibition at the Tech Museum of Innovation in San Jose, California. He is also collaborating with companies to incorporate environment-themed VR into video games.Although Bailenson is becoming more confident in the generalizability of the work, he acknowledges the need for replications to test how robust it is and to determine how long the effects endure. Questions remain about the effects of repeated VR exposure and how they persist over time. Research has yet to incorporate a broad demographic sample that spans variables such as age, income and education.Despite these unknowns, co-author Brian Perone, a graduate student at the time of the research, said he is optimistic about the value of VR in education. ""When done right, these experiences can feel real, and can give learners a lasting sense of connectedness,"" he said.Bailenson is also a senior fellow at the Stanford Woods Institute for the Environment. Micheli is also co-director of the Stanford Center for Ocean Solutions and a senior fellow at the Stanford Woods Institute for the Environment. Co-authors also include Rob Laha, a postdoctoral scholar at the time of research.Funding for this research was provided by the Gordon and Betty Moore Foundation.Video: https://www.youtube.com/watch?v=RqEKy3cvRGoStory Source:Materials provided by Stanford University. Original written by Rob Jordan. ",0.0550112,0.094105,0.153228,0.230074,0.0938472,0.114683,0.155316,0,0
6,Making it easier to transform freeform 2D sketching into 3D Models Novel method for modeling diverse freeform shapes by drawing intuitive and expressive sparse 2D sketches,"A new computational approach, built on data-driven techniques, is making it possible to turn simple 2D sketch into a realistic 3D shape, with little or no user input necessary.A global team of computer scientists from University of Hong Kong, Microsoft and University of British Columbia, have developed a novel framework, combining CNNs, or convolutional neural network techniques, with geometric inference methods to compute sketches and their corresponding 3D shapes, faster and more intuitively than existing methods.""Our tool can be used by artists to quickly and easily draft freeform shapes that can serve as base shapes and be further refined with advanced modeling software,"" says Hao Pan, researcher at Microsoft Research Asia who led the work. ""Novice users may also use it as an accessible tool to make stylish contents for their 3D creations and virtual worlds.""The novel method builds on the team's previous sketch-based 3D modeling work -- BendSketch: Modeling Freeform Surfaces through 2D Sketching* -- a purely geometric-based method which requires annotated sketch inputs. Adds Pan, ""We want to develop a method that is both intelligent -- in the sense of requiring as few user inputs as possible and doing all needed inference automatically, and generic -- so that we do not have to train a new machine learning model for each specific object category.""Pan's collaborators Changjian Li and Wenping Wang at University of Hong Kong; Yang Liu and Xin Tong at Microsoft Research Asia; and Alla Sheffer at University of British Columbia, will present at SIGGRAPH Asia 2018 in Tokyo 4 December to 7 December. The annual conference features the most respected technical and creative members in the field of computer graphics and interactive techniques, and showcases leading edge research in science, art, gaming and animation, among other sectors.It is a challenge to easily, automatically transform a sparse, imperfect 2D sketch to a robust 3D shape. The key challenge the researchers addressed in this work is the significant information disparity presented between the stages of 'sketch' and '3D' model. This is where the artist would fill in features such as bumps, bends, creases, valleys, ridges on the surface drawings to create a 3D design. For each sketch, demonstrated in their paper, the method uses a CNN to predict the 3D surface patch.The researchers' CNN is trained on a large dataset generated by rendering sketches of various 3D shapes using non-photorealistic line rendering, or NPR, method that automatically mimics human sketching of freeform shapes -- shapes, including that of a teddy bear, a bird or a fish, for example. The researchers validated their new approach, compared it with existing methods and evaluated its performance. Results demonstrated that their method provides a new way to produce 3D modeling from 2D sketches in a user-friendly and more robust manner.One example, included in their paper, involved novice users who were tested on the new method. The users have little knowledge or training about sketching or 3D modeling. They were given a 20-minutes training demo on the new method. They then were asked to create three target shapes -- bird, teddy bear and dolphin -- of varying complexity. The users managed to complete the tasks, ranging from just 5 minutes to 20 minutes total. As noted in the paper, the novice participants found the sketches easy to produce using the researchers' tool, and some also wanted to explore with it more.In future work, the researchers intend to explore several possibilities and extensions of their algorithm. For example, currently their method models a surface patch each time by sketching in view, but it would be beneficial to be able to model a complete shape by sketching both front and back patches in a single view. They also hope to enhance the tool so that he can handle multiple scale modeling, so that large-scale shapes and fine-level details can be sketched with ease.Video: https://www.youtube.com/watch?v=Fz-f-e51zRQStory Source:Materials provided by Association for Computing Machinery. ",0.0600179,0.0790939,0.135012,0.278142,0.0944054,0.115187,0.158128,0,0
7,Virtual library of 1 million new macrolide scaffolds could help speed drug discovery,"Researchers from North Carolina State University have created the largest publicly available virtual library of macrolide scaffolds. The library -- called V1M -- contains chemical structures and computed properties for 1 million macrolide scaffolds with potential for use as antibiotics or cancer drugs.""As chemists, we're only able to look at a tiny portion of the actual chemical universe,"" says Denis Fourches, assistant professor of chemistry at NC State and corresponding author of a paper describing the work. ""If we were trying to synthesize and test all possible individual chemicals of interest, it would take way too much time and be too expensive. So we have to use computers to explore those unknown parts of the chemical space.""One way that chemists utilize computers is by using them to enumerate, or virtually generate, new molecules and compare their predicted properties to those of existing drugs. This in silico screening process quickly and inexpensively identifies compounds with desirable properties that experimental chemists can then synthesize and test.Macrolides are a family of chemicals mainly used as antibiotics and anti-cancer drugs. Their unique ring structure enables them to bind to difficult protein targets. Some of them are considered drugs of last resort, especially for drug-resistant bacteria.""Macrolides are natural products,"" Fourches says. ""These chemicals are produced by bacteria as a means to kill other bacteria. But it takes 20 to 25 chemical steps to synthesize these very complex compounds, which is a time-consuming and expensive process. So if you want to find new compounds, computer simulation is by far the fastest way to do it.""Fourches and his colleagues created a computer software program called the PKS Enumerator, which generates very large libraries of virtual chemical analogues of macrolide drugs. The software uses chemical building blocks extracted from a set of 18 known bioactive macrolides, breaking each one down into its component chemical parts, and then reshuffling them to create new compounds according to a series of rules and user-constraints. The resulting library of new macrolides -- V1M -- classifies the new compounds by size, weight, topology and hydrogen bond donors and acceptors.""We wanted to create a virtual library of completely new chemicals that no one has probably ever synthesized, but those compounds still needed to be similar enough to known macrolide drugs in order to make this library relevant for the research community,"" Fourches says. ""V1M is the first public domain library of these new macrolides, which are all chemically similar to the 18 known bioactive macrolides we analyzed. Hopefully other researchers can use the library to further screen and identify some compounds that may be useful in drug discovery.""The research appears in the Journal of Cheminformatics. NC State graduate student Phyo Phyo Kyaw Zin is first author. Gavin Williams, associate professor of chemistry at NC State, also contributed to the work.Story Source:Materials provided by North Carolina State University. ",0.0754351,0.158079,0.145162,0.226818,0.117807,0.136896,0.182659,0,0
8,"To replicate physical objects for virtual reality,  just turn on your smartphone ","Capturing and reproducing realistic, real-world objects for any virtual environment is complex and time-consuming. Imagine using a conventional camera with a built-in flash -- from any mobile device or off-the-shelf digital camera -- to simplify this task. A global team of computer scientists have developed a novel method that replicates physical objects for the virtual and augmented reality space just using a point-and-shoot camera with a flash, without the need for additional, and oftentimes expensive, supporting hardware.""To faithfully reproduce a real-world object in the VR/AR environment, we need to replicate the 3D geometry and appearance of the object,"" says Min H. Kim, associate professor of computer science at KAIST in South Korea and lead author of the research. ""Traditionally, this has been either done manually by 3D artists, which is a labor-intensive task, or by using specialized, expensive hardware. Our method is straightforward, cheaper and efficient, and reproduces realistic 3D objects by just taking photos from a single camera with a built-in flash.""Kim and his collaborators, Diego Gutierrez, professor of computer science at Universidad de Zaragoza in Spain, and KAIST PhD students Giljoo Nam and Joo Ho Lee, will present this new work at SIGGRAPH Asia 2018 in Tokyo 4 December to 7 December. The annual conference features the most respected technical and creative members in the field of computer graphics and interactive techniques, and showcases leading edge research in science, art, gaming and animation, among other sectors.Existing approaches for the acquisition of physical objects require specialized hardware setups to achieve geometry and appearance modeling of the desired objects. Those setups might include a 3D laser scanner or multiple cameras, or a lighting dome with more than a hundred light sources. In contrast, this new technique only needs a single camera, to produce high-quality outputs.""Many traditional methods using a single camera can capture only the 3D geometry of objects, but not the complex reflectance of real-world objects, given by the SVBRDF,"" notes Kim. SVBRDF, which stands for spatially-varying bidirectional reflectance distribution functions, is key in obtaining an object's real-world shape and appearance. ""Using only 3D geometry cannot reproduce the realistic appearance of the object in the AR/VR environment. Our technique can capture high-quality 3D geometry as well as its material appearance so that the objects can be realistically rendered in any virtual environment.""The group demonstrated their framework using a digital camera, the Nikon D7000 and the built-in camera of an Android mobile phone, in a series of examples in their paper, ""Practical SVBRDF Acquisition of 3D Objects with Unstructured Flash Photography."" The novel algorithm, which does not require any input geometry of the target object, successfully captured the geometry and appearance of 3D objects with basic, flash photography and reproduced consistent results. Examples that were showcased in the work included diverse set of objects that spanned a wide range of geometries and materials, including metal, wood, plastic, ceramic, resin and paper, and comprised of complex shapes like a finely detailed mini-statute of Nefertiti.In future work, the researchers hope to further simplify the capture process or extending the method to include dynamic geometry or larger scenes, for instance.Story Source:Materials provided by Association for Computing Machinery. ",0.0759356,0.102628,0.156518,0.254735,0.129575,0.13661,0.171997,0,0
9,A big step toward the practical application of 3D holography with high- performance computers,"Japanese computer scientists have succeeded in developing a special purpose computer that can project high-quality three-dimensional (3D) holography as a video. The research team led by Tomoyoshi Ito, who is a professor at the Institute for Global Prominent Research, Chiba University, has been working to increase the speed of the holographic projections by developing new hardware.Holography has a long history. Since 1960 when the first laser was invented, many works involving laser holograms have been produced. For digitalizing these analog technologies and developing electron holography techniques to project 3D holography images as video, computing powers with more than 10 frames per second and 1 trillion pixels per frame are required. Therefore, hardware development, as well as corresponding software development, represents some of the biggest challenges for researchers in this field.Also, to make a 3D object from two-dimensional (2D) data, it is necessary to properly consider several factors including the binocular parallax, motion parallax, convergence angle, focus adjustment, and estimates made based on human experience. Currently, general 3D televisions (TVs) use the binocular parallax for the stereoscopy, but children cannot use this technology because it has the potential to damage their health, a risk that is related to the difference between the distances that a brain perceives and those that the eyes' focus on. Many researchers in various countries around the world, including Ito in Japan, have been investing in video holography, which may allow more people to enjoy 3D TVs safely.Ito, who is an astronomer and a computer scientist, began working on specially designed computers for holography, called HORN, in 1992. The HORN-8, which adopts a calculation method called the ""amplitude type"" for adjusting the intensity of light, was recognized as the world's fastest computer for holography in a publication in the international science journal Nature Electronics on April 17, 2018.With the newly developed ""phase type"" HORN-8, the calculation method for adjusting the phase of light was implemented, and the researchers were successful at projecting holography information as a 3D video with high-quality images. This research was published in Optics Express on September 28, 2018.""We have been developing the high-speed computers for 3D holography by implementing the knowledge of information engineering and the technology of electrical and electronic engineering and by learning insights from computer science and optical methods,"" Ito reflected. ""This is a result of the interdisciplinary approach of our research that has been conducted for over 25 years with the commendable effort by our students who have been studying at our lab.""Takashi Nishitsuji, a former student of Ito's lab and now assistant professor at Tokyo Metropolitan University, who led the experiment, said ""HORN-8 is the fruit of many people's wisdom, skills, and efforts. We want to continue the research of HORN and try other methods from various perspectives for its practical application.""In the latest phase type of HORN-8, eight chips are mounted on the FPGA (Field Programmable Gate Array) board. This enables one to avoid a bottleneck problem for the processing speed with the calculation method, by which the chips are prevented from communicating with each other. With this approach, HORN-8 increases the computing speed in proportion to the number of chips, so that it can project video holography more clearly.Story Source:Materials provided by Chiba University. ",0.0517617,0.0611159,0.098804,0.206543,0.100857,0.0895839,0.118746,0,0
